510981.368,6187970.669,626192.9525,6454613.902,500.0,614261.2987954991,6311062.692344846,0
510981.368,6187970.669,1254247.345,6361339.236,200.0,893040.2338939225,6238811.191851149,0
510981.368,6187970.669,1495094.939,4898669.584,100.0,1016511.3244940218,5576621.808583306,0
874042.3478,5633105.457,1254247.345,6361339.236,1000.0,1101677.9427219948,5974324.737569866,0
874042.3478,5633105.457,1665127.02,5702452.479,100.0,1279338.6730038654,5680497.097684796,0
874042.3478,5633105.457,1495094.939,4898669.584,600.0,1167313.5998514108,5266131.964082652,0
1254247.345,6361339.236,1284680.246,6920220.949,150.0,1231044.98678961,6650889.7614741335,0
1254247.345,6361339.236,1859839.212,7551817.989,100.0,1712072.4146232968,6882733.311897299,0
1254247.345,6361339.236,2259008.653,6489762.922,600.0,1802096.9500645145,6681008.338762731,0
1254247.345,6361339.236,3228855.117,4456848.058,600.0,3097837.080391431,6242906.994640627,0
1254247.345,6361339.236,2596442.416,4444592.847,200.0,2019100.8637093005,5465577.091132941,0
1254247.345,6361339.236,2305438.722,5227044.749,100.0,1891917.9673528606,5891239.882744749,0
1254247.345,6361339.236,2132093.739,5710521.643,100.0,1799619.5817148953,6170488.385116023,0
1254247.345,6361339.236,1825499.943,5432759.63,100.0,1503192.8000701542,5872299.157605336,0
1254247.345,6361339.236,1598768.189,6041226.578,100.0,1417757.0135708665,6186919.153890839,0
1254247.345,6361339.236,1495094.939,4898669.584,900.0,1317298.390767904,5623021.309146674,0
1254247.345,6361339.236,1665127.02,5702452.479,1000.0,1480491.6653817443,6044048.662614528,0
1284680.246,6920220.949,1859839.212,7551817.989,200.0,1596049.0484555776,7232739.727926297,0
-327644.3195,4764985.811,-39073.07543,6380420.086,500.0,-404961.30703043693,5614447.998704048,0
-327644.3195,4764985.811,283868.1524,5784017.102,500.0,-33136.83082486949,5284868.42048249,0
-327644.3195,4764985.811,1254247.345,6361339.236,500.0,587542.6085351204,5419401.958833558,0
-327644.3195,4764985.811,1495094.939,4898669.584,200.0,634179.9937385167,3919256.1941747945,0
283868.1524,5784017.102,510981.368,6187970.669,600.0,421201.17027049244,5976634.431851556,0
283868.1524,5784017.102,626192.9525,6454613.902,300.0,457537.70169121,6122883.535892507,0
283868.1524,5784017.102,874042.3478,5633105.457,750.0,580160.8690883525,5724038.587097012,0
283868.1524,5784017.102,1254247.345,6361339.236,1000.0,777183.7053155713,6049534.529113613,0
283868.1524,5784017.102,1495094.939,4898669.584,750.0,798573.0050287021,5202384.474682185,0
-794372.1242,6585404.251,-39073.07543,6380420.086,1500.0,-661905.9121911577,6576615.172996084,0
1495094.939,4898669.584,1665127.02,5702452.479,100.0,1606401.0414324505,5293384.909529015,0
626192.9525,6454613.902,1254247.345,6361339.236,900.0,968396.7639691589,6490289.427174193,0
1215755.87,7596939.319,1859839.212,7551817.989,200.0,1552151.9050770663,7754029.618915624,0
1215755.87,7596939.319,1284680.246,6920220.949,100.0,1273086.1915555042,7259956.0281936405,0
-965347.0895,4660261.317,-327644.3195,4764985.811,100.0,-645489.2719122376,4534827.41404695,0
-965347.0895,4660261.317,283868.1524,5784017.102,200.0,-495794.5129555774,5373144.186908697,0
1859839.212,7551817.989,2627281.38,7634503.22,300.0,2565695.177100332,7656376.240549172,0
-39073.07543,6380420.086,283868.1524,5784017.102,1250.0,32394.838639536898,6040464.681550566,0
-39073.07543,6380420.086,510981.368,6187970.669,200.0,248788.075600139,6311883.63691326,0
-39073.07543,6380420.086,626192.9525,6454613.902,500.0,290794.1411804911,6467260.350128361,0
-39073.07543,6380420.086,874042.3478,5633105.457,200.0,443861.6431773577,6028267.635157339,0
-39073.07543,6380420.086,1254247.345,6361339.236,1250.0,604631.0822615017,6342877.018210279,0
-39073.07543,6380420.086,1215755.87,7596939.319,100.0,277031.8713913045,7304916.1354897665,0
-39073.07543,6380420.086,1284680.246,6920220.949,100.0,605160.2017210022,6682163.31549636,0
-39073.07543,6380420.086,1495094.939,4898669.584,600.0,669643.1351848198,5565735.682618831,0
-39073.07543,6380420.086,1859839.212,7551817.989,200.0,776743.842544558,7175568.396240647,0
-39073.07543,6380420.086,2596442.416,4444592.847,200.0,1156450.5134911928,5205359.412728999,0
-39073.07543,6380420.086,3228855.117,4456848.058,200.0,1625411.4527613192,5458172.555621412,0
